,title,summary
47,진천만뢰산 자연생태공원,"진천 만뢰산 자연생태공원은 도시숲 조성 사업의 일종으로 다양한 수목식재 및 자연 친화적인 시설 설치를 통해 다양한 볼거리와 공간을 제공하고자 조성되었다. 이곳엔 생태연못, 자생수목원, 밀원식물원, 습생초지원, 열매나무원, 야생초화/허브원, 생태교육장, 곤충관찰원, 임간학습장 등이 설치되어  도심형 공원과는 차별화된 체험형 자연생태공원으로 이뤄져있다.

* 문의 : 043-539-3448, 3458
* 휴무일 : 연중무휴
* 관련 홈페이지 : <a href=""https://www.jincheon.go.kr/site/tour/main.do""target=""_blank"" title=""새창: 진천관광 홈페이지로 이동"">진천관광 https://www.jincheon.go.kr/site/tour/main.do</a>

◎이용안내
- 이용요금 : 무료
- 화장실 : 있음(남/녀구분)
- 장애인 편의시설 : 장애인화장실 있음(남녀구분)
- 주차시설 : 있음"
48,소백산국립공원,"소백산국립공원은 충청북도 단양군과 경상북도 영주시, 봉화군에 걸쳐 있다. 한반도 백두대간의 줄기가 서남쪽으로 뻗어내려 강원도, 충청도, 전라도와 경상도를 갈라 영주 분지를 병풍처럼 둘러치고 있다. 우리나라 12대 명산 중 하나로 주봉인 비로봉(1,439m)을 비롯해 국망봉(1,421m) 등 1,000m가 넘는 많은 영봉이 어울려 웅장한 산세를 만든다. 비로봉은 수많은 야생화의 보고로 왜솜다리가 자생하고 있으며 특히 천연기념물인 소백산 주목군락과 함께 어우러진다. 제1연화봉에서부터 비로봉 사이의 북서사면에 분포하고 있는 주목은 평균 수령 350년, 총 본수는 3,798본으로 우리나라 최대의 주목군락지를 형성한다.<br /><br />이황이 풍기군수를 지낼 때 소백산을 유람하고 ‘유소백산록(遊小白山錄)’이란 기행문을 썼을 만큼 수려한 소백산 일대에는 많은 명소가 있다. 고려 경기체가의 대표적 작품으로 알려진 안축의 ‘죽계별곡’ 배경인 죽계구곡, 높이 30m의 웅장한 희방폭포, 북쪽 기슭에 있는 석회동굴로서 유명한 고수동굴 등을 비롯해 신라의 고찰로서 유명한 희방사, 고려 최대의 목조건물로 꼽히는 무량수전이 있는 부석사, 우리나라 최초의 소수서원 등을 빼놓을 수 없다. 소백산에서 희방사, 영주 부석사, 풍기 인삼단지를 거쳐 단양팔경, 충주로 이어지는 코스는 관광객에게 특히 인기가 많다.<br /><br />* 문의 : 054-630-0700<br />* 휴무일 : 연중무휴<br />* 지정현황 : 영주부석사무량수전(국보), 소백산 주목군락(천연기념물) 등<br />* 관련 홈페이지 : <a href=""http://www.knps.or.kr/""title=""새창: 
국립공원""target=""_blank"">http://www.knps.or.kr/</a><br /><br />◎이용안내<br />- 이용요금 : 없음<br />- 화장실 : 있음<br />- 주차시설 : 경형 2,000원, 중소형 4,000~5,000원, 대형 6,000~7,500원<br>"
49,내장산 국립공원,"호남 5대의 명산 중 하나이자 한국을 대표하는 8경 중 하나로 손꼽히는 곳으로 1971년 우리나라 8번째 국립공원으로 지정되었다. 면적은 80.708k㎡이다. 신선봉(763m)을 주봉으로 하는 내장산은 봉우리들의 높이가 700m 내외지만 봉우리 정상이 저마다 독특한 기암으로 이루어져 있어 예로부터 ‘호남의 금강’이라 불렸다. 내장산은 원래 본사인 영은사의 이름을 따서 영은산(靈隱山)으로 불리다가 산 안에 감춰진 것이 무궁무진하다고 하여 안 내(內), 감출 장(藏) 자의 내장산으로 불리게 되었다.

* 문의 : 내장산국립공원 관리사무소 063-538-7875
* 휴무일 : 연중무휴
* 관련 홈페이지 : <a href=""http://naejang.knps.or.kr/"" target=""_blank"" title=""새창 : 내장산 국립공원 홈페이지로 이동"">http://naejang.knps.or.kr/</a>

◎이용안내
- 이용요금 : 시설 이용료 상이, 홈페이지 참조
- 화장실 : 있음
- 장애인 편의시설 : 장애인 화장실 있음, 장애인 주차장(약 10대)
- 주차시설 : 주차 가능(일반 100여 대, 대형 50여 대) 공영주차장 하루 5,000원"
50,파주DMZ,"6·25 전쟁으로 파주에서 고성까지 248km에 달하는 남과 북을 가르는 군사분계선(휴전선)이 생겨났다. 그리고, 남과 북은 유사시 충돌을 막기 위해 군사분계선을 기준으로 각각 2km씩 떨어져 또 하나의 선을 그었다. 이게 남방한계선과 북방한계선이다. 또한, 남․북방 한계선 사이에 어떠한 군사시설도 설치하지 않기로 규정했기 때문에 이 지역을 비무장지대(DMZ, Demilitarized Zone)라 부르게 된 것이다. 이 결과로 한반도에는 무려 약 3억 평에 이르는 비무장지대, 즉 DMZ가 생겨났다.

DMZ 중 가장 많이 알려진 곳이 파주 DMZ이다. 파주 DMZ는 임진강을 따라 올라가면 다양한 철새와 동물들이 어우러진 모습을 볼 수 있는 서부 DMZ권역 생태보전의 핵심지역이다. 초평도 습지와 장단반도 습지, 문산 습지, 임진각 습지 등 생태적으로 우수한 습지가 많고, 서해안의 갯벌과 가까워 야생동물의 서식지이자 이동성 물새의 중간 기착지와 월동지로 중요한 역할을 한다. 환경부에서 지정한 멸종위기 야생생물을 포함한 다양한 생물종이 서식하고 있다.

한국을 찾은 외국인 관광객이 가장 하고 싶은 관광 중에 하나가 파주 DMZ 평화관광이다. 파주 DMZ에는 분단의 아픔과 남북간 평화 노력을 배울 수 있는 살아있는 교육장이라고 불리만큼 평화관광지도 다양하다. 판문점, 대성동마을, 제3땅굴, 도라전망대, 캠프 그리브스 등 분단의 흔적과 개성공단, 경의선 철도, 도라산역 등 통일을 향한 교류와 협력의 시설을 관람할 수 있다. 특히, 4.27 판문점선언 이후 평화의 공간으로 전 세계의 주목을 받고 있다.

* 문의 및 안내 : 031-953-4744 
* 관련 홈페이지 : <a href=""https://tour.paju.go.kr/user/tour/main/index.do"" target=""_blank"" title=""새창 : 파주문화관광 홈페이지로 이동"">https://tour.paju.go.kr/user/tour/main/index.do</a>"
51,국립 종복원기술센터,"국립공원공단 종복원기술원은 우리나라에서 사라져 가는 멸종위기동식물의 연구 · 복원사업을 현장에서 시행하고 있으며, 현재 지리산국립공원 반달가슴곰, 설악산과 월악산국립공원의 산양, 소백산 여우, 덕유산의 멸종위기식물 등 복원 사업을 진행하고 있다. 특히, 반달가슴곰 복원사업은 2004년부터 10년째 이어오고 있는 사업이며 생물종 보전을 위해 국가적 차원에서 의지를 가지고 시행하는 사업으로 한반도에서 사라져 가고 있는 생물종 복원 사업의 효시이자 생물다양성 증진에 기여하는 범국가적인 큰 의미를 가지고 있다.


* 문의 : 061-783-9120
* 관련 홈페이지 : <a href=""https://www.knps.or.kr/bear/main.do"" target=""_blank"" title=""새창 : 국립공원야생생물보전원 홈페이지로 이동"">https://www.knps.or.kr/bear/main.do</a>

◎이용안내
- 이용요금 : 없음
- 화장실 : 있음(남녀구분)
- 주차시설 : 있음(일반 10여 대)"
52,제주세계자연유산센터,"제주세계자연유산센터는 대한민국에서 유일한 유네스코 세계자연유산으로서의 가치를 널리 알리기 위해 조성되었다. 4D영상관에서 제주의 환상적인 자연을 온몸으로 느끼고, 리프트를 타고 제주도 탄생과정 체험, 직접 가 볼 수 없는 용암 동굴 체험 등 교과서에 실린 세계자연유산 제주를 직접 체험해 볼 수 있다. 제주 세계자연유산센터는 2007년 유네스코 세계자연유산 등재, 2009 환경부 선정 생태관광 20선, 2010 한국형 생태관광 10모델에 선정된 대표적인 생태관광지 유네스코 세계자연유산 거문오름에 위치해 있다.<br>"
53,경주 국립공원,"우리나라에서 유일한 사적형 공원인 경주국립공원은 지리산에 이어 두 번째로 1968년 국립공원으로 지정되었다. 
불교문화의 백미인 불국사, 석굴암을 품에 안은 토함산과‘불교노천박물관’으로 불리는 남산을 비롯해 8개 지구의 면적이 136.55㎢에 달한다. 잘 보존된 신라 문화 유적과 조화로운 자연경관 때문에 역사 교육의 장으로 많은 사랑을 받고 있다. 또한 1979년 유네스코가 지정한 세계 10대 유적지 중 하나로 그 가치를 세계적으로 인정받고 있다.


* 문의 : 054-778-4100
* 휴무일 : 연중휴무
* 관련 홈페이지 : http://gyeongju.knps.or.kr/

◎이용안내
- 이용요금 : 시설별 이용료 상이
- 화장실 : 있음(남녀구분)
- 장애인 편의시설 : 장애인 화장실 있음(남녀구분) / 장애인주차장 있음(5대)
- 주차시설 : 있음 (일반 275대,대형 20여대)"
54,수분마을,"옛날부터 ‘물뿌랭이’ 마을이라 불렸으며 뿌랭이는 ‘뿌리’의 사투리로 물의 근원이 된다는 의미가 있다. 또한, 이곳 신무산은 금남호남정맥으로 금강과 섬진강으로 분수 되는 지형적인 조건으로 ‘수분마을’이라고 명명되었다. 태조 이성계가 나라를 세우기 전에 이곳 신무산과 팔공산에서 신의 계시를 받고자 하였으며, 드디어 새벽에 오색 찬란한 무지개가 떠오르면서 새가 나는 소리에 깜짝 놀라 그곳에 가보니 봉황이 날았으며, 봉황이 날아간 자리에는 조그마한 샘이 있어 제를 올린 후 봉황이 떴다 하여 「뜬봉샘」이라 하였다는 이야기가 전해진다. 마을에는 매우 오래된 천주교공소가 있으며, 신유사옥이래 천주교인들의 은신과 1846년 김대건 신부도 피신하기도 하였다고 하여 이 지방의 천주교의 역사가 있을 것으로 추정되나 아쉽게도 공식적인 기록은 없다고 한다.

* 문의 : 063-350-2537
* 관련 홈페이지 : <a href=""https://www.jangsu.go.kr/index.jangsu"" target=""_blank"" title=""새창 : 장수군 홈페이지로 이동"">https://www.jangsu.go.kr/index.jangsu</a>

◎이용안내
- 이용요금 : 무료
- 화장실 : 있음 (남녀구분) 
- 주차시설 : 일반 10대 주차 가능"
55,금강생태문화탐방로1,"금강하구길은 군산의 여러 명소 중 단연코 주인공이다. 강변에는 금강유원지, 곰개나루관광지, 금강호시민공원, 금강호 휴게소 등이 조성되어 여행객들의 편의를 도모하고 있다. 겨울철이면 금강하구 일대는 철새들의 천국으로 변해 탐조여행의 1번지가 된다. 국내 최대의 철새도래지로 알려져 있는 이곳은 가창오리, 청둥오리, 기러기, 혹부리오리, 재갈매기, 검은 머리 갈매기, 검은 머리 물떼새 등 각종 희귀 철새들이 수십만 마리씩 날아와 겨울을 보낸다. 특히 가창오리의 군무는 장관을 이뤄 이를 보기 위해 국내외 많은 철새탐조객이 찾고 있다.

* 문의 : 063-454-3303 

◎이용안내
- 이용요금 : 탐방로의 경우 무료 이용 가능, 단 프로그램 등 비용은 홈페이지 확인이나 전화문의가 필요 (063-454-5680)
- 화장실 : 있음(남녀구분)
- 장애인 편의시설 : 장애인 화장실 있음(남녀구분), 장애인 주차장 있음 (10여 대)
- 주차시설 : 주차 가능(일반 100여 대, 대형 30여 대 주차 가능)"
56,동림저수지,"한국의 멸종위기종인 수달이 동림저수지와 인근 수계로 이동하며 먹이활동을 하는 서식지일 뿐만 아니라 가창오리 외 다수의 조류가 찾아들고 있는 저수지로써 보존가치가 매우 높다.<br>

* 문의 : 063-560-2882 
* 관련 홈페이지 : <a href=""http://www.gochang.go.kr/gcbr/index.gochang"" target=""_blank"" title=""새창 : 유네스코 고창 생물권보전지역 홈페이지로 이동"">http://www.gochang.go.kr/gcbr/index.gochang</a>

◎ 이용안내
- 화장실 : 있음 (남녀구분)
- 장애인 편의시설 : 없음
- 주차시설 : 없음"
57,고창선사문화탐방로1,"고창 생태문화탐방로는 유네스코 생물권보전지역으로 지정된 고창군 전체를 돌아볼 수 있다. 또한 내륙습지인 운곡습지와 연안습지인 고창 갯벌습지가 있어 다양한 생물이 살아가는 생태계와 아름다운 자연경관의 가치를 느낄 수 있다. 이밖에도 고창읍성, 유네스코 세계문화유산에 등재된 고창 고인돌유적지를 탐방할 수 있다.<br>


* 문의 : 063-560-2874
* 개장일 : 고인돌 박물관 운영시간 - 하절기 (3~10월) 09:00~18:00 / 동절기 (11~2월) 09:00~17:00 
* 휴무일 : 고인돌 박물관 - 매년 1월 1일, 매주 월요일, 기타 고창군수가 정하는 휴관일
* 관련 홈페이지 : http://www.eco-tour.kr

◎이용안내
- 이용요금 : 시설별 이용 요금 다름
- 화장실 : 있음 (남녀구분)
- 장애인 편의시설 : 장애인 화장실 있음 (남녀구분), 장애인 주차장 있음 (20여 대)
- 주차시설 : 일반 100여 대, 대형 30여 대 주차 가능"
58,전주자연생태 체험센터,"전주천 상류의 치명자산과 승암산 기슭에 자리 잡은 전주자연생태관이 전주권 자연생태의 명소로 자리매김하고 있다. 1만 8,766㎡ 부지면적에 지하 1층 지상 3층, 연면적 2,075㎡의 규모로 국ㆍ도비 보조를 받아 건립된 전주자연생태관은 외양부터가 전주의 특성을 살렸다. 특히 건물 이미지는 한국의 전통적인 처마선을 이용한 다양한 비례 사용으로 리듬감 있게 설계되었다. 전면출입구는 물고기 입의 조형적 이미지를, 후면출입구는 물고기 꼬리를 형상화하여 전통과 현대를 접목시켰다는 점이 흥미롭다.

* 문의 : 063-281-5252
* 개장일 : 09:00~18:00(매표마감 17:00)
* 휴무일 : 매주 월요일, 1월 1일, 명절당일
* 관련 홈페이지 : <a href=""http://ecomuseum.jeonju.go.kr/"" target=""_blank"" title=""새창 : 전주자연생태관 홈페이지로 이동"">http://ecomuseum.jeonju.go.kr/</a>

◎이용안내
- 이용요금 :
개인 - 일반 2,000원, 중, 고등학생 1,000원, 초등학생 이하 500원
단체 - 일반 1,500원, 중, 고등학생 700원, 초등학생 이하 300원
- 화장실 : 있음 (남녀구분)
- 장애인 편의시설 : 장애인 화장실 있음 (남녀구분), 장애인 주차장 있음 (2대) 
- 주차시설 : 일반 60여 대, 대형 30여 대 주차 가능"
59,고창선사문화탐방로3,"고창 생태문화탐방로는 유네스코 생물권보전지역으로 지정된 고창군 전체를 돌아볼 수 있다. 내륙습지인 운곡습지와 연안습지인 고창 갯벌습지가 있어 다양한 생물이 살아가는 생태계와 아름다운 자연경관의 가치를 느낄 수 있다. 이밖에도 고창읍성, 유네스코 세계문화유산에 등재된 고창 고인돌유적지를 탐방할 수 있다.<br>


* 문의 : 063-560-2876
* 개장일 : 고인돌 박물관 운영시간 - 하절기 (3~10월) 09:00~18:00 / 동절기 (11~2월) 09:00~17:00 
* 휴무일 : 고인돌 박물관 - (매년 1월 1일, 매주 월요일, 기타 고창군수가 정하는 휴관일) 
* 관련 홈페이지 : <a href=""http://www.eco-tour.kr"" target=""_blank"" title=""새창 : 우리나라 생태관광 이야기 홈페이지로 이동"">http://www.eco-tour.kr</a>

◎이용안내
- 이용요금 : 시설 이용료 상이
- 화장실 : 있음 (남녀구분)
- 장애인 편의시설 : 장애인 화장실 있음 (남녀구분), 장애인 주차장 있음 (30여 대)
- 주차시설 : 일반 100여 대, 대형 50여 대 주차가능"
60,하곡마을,"진안군 부귀면 수항리 하곡마을은 운장산 맑은 물이 흘러내려와 물이 합쳐지는 해발 330m의 고랭지마을로 상곡과 중곡의 물이 하곡에서 합수되어 마을 앞 냇가로 흘러 들어가 그물목에 있다 하여 마을명칭을 하곡이라 칭하고 오늘에 이르고 있다. 하천 옆으로는 풍치림과 휴게림의 역할을 하는 대단위의 마을 숲이 조성되어 숲과 하천이 잘 어우러지는 곳으로 평소에는 주민들의 쉼터로, 피서철에는 도시민들의 휴식공간으로 활용되고 있다. 또한, 이 마을은 벼농사에 제초제를 쓰는 대신에 친환경 우렁이 농법을 통하여 벼농사를 지으며 수확 후에는 10ha 정도의 자운영(동계)을 식재 경관농업을 조성하는 등 친환경마을로 발돋움하고 있다.

* 문의 : 063-430-2333
* 관련 홈페이지 : <a href=""https://www.me.go.kr/smg/web/main.do"" target=""_blank"" title=""새창 : 전북지방환경청 홈페이지로 이동"">https://www.me.go.kr/smg/web/main.do</a>

◎이용안내
- 화장실 : 없음
- 장애인 편의시설 : 없음
- 주차시설 : 없음"
61,금강생태문화탐방로2,"금강하구길은 군산의 여러 명소 중 단연코 주인공이다. 강변에는 금강유원지, 곰개나루관광지, 금강호시민공원, 금강호 휴게소 등이 조성되어 여행객들의 편의를 도모하고 있다. 겨울철이면 금강하구 일대는 철새들의 천국으로 변해 탐조여행의 1번지가 된다. 국내 최대의 철새도래지로 알려져 있는 이곳은 가창오리, 청둥오리, 기러기, 혹부리오리, 재갈매기, 검은 머리 갈매기, 검은 머리 물떼새 등 각종 희귀 철새들이 수십만 마리씩 날아와 겨울을 보낸다. 특히 가창오리의 군무는 장관을 이뤄 이를 보기 위해 국내외 많은 철새탐조객이 찾고 있다.<br> 


* 문의 : 063-467-9880
* 관련 홈페이지 : <a href=""http://www.eco-tour.kr"" target=""_blank"" title=""새창 : 우리나라 생태관광 이야기 홈페이지로 이동"">http://www.eco-tour.kr</a>

◎이용안내
- 이용요금 : 탐방로의 경우 무료 이용 가능, 단 프로그램 등 비용은 홈페이지 확인이나 전화문의가 필요 (063-454-5680) 
- 화장실 : 없음
- 장애인 편의시설 : 없음 
- 주차시설 : 없음"
62,고창선사문화탐방로2,"고창 생태문화탐방로는 유네스코 생물권보전지역으로 지정된 고창군 전체를 돌아볼 수 있다. 내륙습지인 운곡습지와 연안습지인 고창 갯벌습지가 있어 다양한 생물이 살아가는 생태계와 아름다운 자연경관의 가치를 느낄 수 있다. 이밖에도 고창읍성, 유네스코 세계문화유산에 등재된 고창 고인돌유적지를 탐방할 수 있다.<br>


* 문의 : 063-560-2875
* 관련 홈페이지 : <a href=""http://www.eco-tour.kr"" target=""_blank"" title=""새창 : 우리나라 생태관광이야기 홈페이지로 이동"">http://www.eco-tour.kr</a>

◎이용안내
- 이용요금 : 시설 이용료 상이
- 화장실 : 있음 (남녀구분)
- 장애인 편의시설 : 없음
- 주차시설 : 없음"
63,지리산 북부 국립공원,"1967년 최초의 국립공원으로 지정된 지리산은 경남의 하동, 함양, 산청, 전남의 구례, 전북의 남원 등 3개 도, 5개 시군에 걸쳐 483.022㎢의 가장 넓은 면적을 지닌 산악형 국립공원이다. 둘레가 320여 km나 되는 지리산에는 셀 수 없이 많은 봉우리가 천왕봉(1,915m), 반야봉(1,732m), 노고단(1,507m)을 중심으로 병풍처럼 펼쳐져 있으며, 21여 개의 능선 사이로 계곡들이 자리하고 있다.<br>

* 문의 : 063-630-8900
* 관련 홈페이지 : <a href=""http://jiri.knps.or.kr/"" target=""_blank"" title=""새창 : 지리산국립공원 홈페이지로 이동"">http://jiri.knps.or.kr/</a>

◎ 이용안내
- 이용요금 : 시설 이용료 상이하므로 홈페이지 참조
- 화장실 : 있음 (남녀구분)
- 장애인 편의시설 : 장애인 주차장 있음 (3대)
- 주차시설 : 일반 10여 대, 대형 5대 주차 가능"
64,줄포만갯벌생태공원,"부안줄포만 습지보호지역에서 갯벌생태학교가 운영된다. 갯벌 생물이 환경에 미치는 영향 등 이론교육과 저서생물, 염생식물 등을 관찰하는 생태체험으로 나누어 실행된다. 2003년부터 약 5년 동안 진행된 생태공원 조성사업을 통해 생겨난 공원으로, 약 64만㎡의 규모로 조성되었다. 특히 공원의 반을 뒤덮은 갈대숲이 아름다우며, 자생식물을 심어 재배함으로써 줄포소재지 생활하수를 정화시키고 있다.

봄에는 온갖 종류의 꽃들이 만개하고 여름에는 해바라기, 가을에는 코스모스가 장관을 이루며 초겨울의 갈대숲은 마치 영화의 한 장면처럼 아름답다. 갈대숲 사이로 난 10리 길은 데이트코스와 산책로로 손색이 없다. 줄포 저류지는 줄포시가지의 침수를 방지하기 위해 만들어진 갯벌 저류지로 천연기념물인 황조롱이를 비롯, 50종의 자연생태의 염생식물이 다양하게 서식하고 있다.


* 문의 : 063-580-3171
* 개장일 : 생태공원 운영시간 - 09:00 ~ 일몰 시까지 / 갯벌생태관 운영시간 - 하절기 (3~10월) 09:00 ~ 18:00, 동절기 (11~2월) 09:00 ~ 17:00
* 휴무일 : 매주 월요일, 추석 당일, 설날 당일
* 관련 홈페이지 : <a href=""https://www.buan.go.kr/julpoman/index.buan"" target=""_blank"" title=""새창 : 부안 줄포만 노을빛 정원 홈페이지로 이동"">https://www.buan.go.kr/julpoman/index.buan</a>

◎이용안내
- 이용요금 : 생태보트체험 유료 - 단, 매주 월요일은 체험이 불가하며, 단체체험 사전예약 필수 문의(063-580-3173)
- 화장실 : 있음 (남녀구분) 
- 장애인 편의시설 : 장애인 화장실 있음 (남녀구분), 장애인 주차장 있음 (5대)
- 주차시설 : 일반 25대, 대형 5대 주차 가능"
65,무주반디랜드 반딧불이자연학교,"무주 반디별 천문관, 통나무집, 청소년수련원, 곤충박물관, 청소년 야영장, 반딧불 연구소가 있는 체험학습교육공간이다.

<strong>곤충박물관</strong> - 반딧불이를 비롯한 이천여종 17,000여 마리의 전 세계 희귀 곤충 표본과 고생대와 신생대의 화석이 전시되어 있으며, 유리 온실에는 이백여종의 열대 식물이 전시되어 있다. 또한 3D입체영상실과 누워서 관람하는 돔스크린 영상실이 갖추어져 있다.

<strong>천문과학관</strong> - 우주의 탄생과 역사, 태양계, 별자리, 우주환경 등 최신 정보와 자료를 바탕으로 제작된 다양한 전시물을 갖추고 있으며, 국내 공립천문대 중 가장 뛰어난 관측환경과 장비가 구비되어 있다. 
또한, 반딧불이 연구소, 청소년 수련원, 통나무집, 청소년 야영장, 야외물놀이장이 있다.<br>

* 문의 : 063-324-1155
* 휴무일 : 반디랜드 곤충박물관, 천문과학관 - 매주 월요일 휴무 (월요일이 공휴일인 경우, 화요일 휴관) 
* 관련 홈페이지 : <a href=""http://tour.muju.go.kr/bandiland/index.do"" target=""_blank"" title=""새창 : 무주반디랜드 홈페이지로 이동"">http://tour.muju.go.kr/bandiland/index.do</a>

◎이용안내
- 이용요금 : 시설별 이용료 상이, 홈페이지 참조
- 화장실 : 있음 (남녀구분)
- 주차시설 : 일반 5대 주차 가능"
66,경안천 습지생태공원,"경안천을 통하여 팔당호 상수원으로 유입되는 오염물질을 수변식물을 통해 수질을 개선하여, 동·식물들에게 깨끗한 서식처를 제공하고, 도시민에게 인간과 자연이 공존하는 친환경적이고 안락한 휴식처를 제공하기 위하여 조성하였다. 공원 입구에는 조성 목적과 산책로 지도가 그려진 안내판이 있고 주차장, 화장실, 벤치 등 편의시설이 갖추어져 있다. 약 2km에 이르는 산책로에는 소나무, 왕벚나무, 단풍나무, 감나무, 왕버들, 선버들 등이 우거져 있고 연밭 위를 지나는 목재 데크, 갈대 군락과 부들 군락, 철새조망대 등이 설치되어 있다. 산책로 중간중간에는 갈대습지의 수질정화 원리를 비롯하여 경안천에 사는 새와 곤충, 자생식물 등에 관한 자료를 배치하여 탐방객들의 이해를 돕고 있다. 주변에 얼굴박물관, 분원백자자료관, 경기도자박물관 등의 명소가 있다.


* 문의 : 031-760-4482
* 개장일 : 하절기 05:00 ~ 20:00 / 동절기 07:00 ~ 18:00
* 관련 홈페이지 : http://tour.gjcity.go.kr/

◎이용안내
- 이용요금 : 무료
- 화장실 : 있음(남녀구분)
- 장애인 편의시설 : 장애인화장실 있음(남녀구분)
- 주차시설 : 가능"
67,주왕산 국립공원,"1976년 우리나라 12번째 국립공원으로 지정되었으며, 면적은 105.595㎢이다. 
보는 이를 한눈에 사로잡는 암봉과 깊고 수려한 계곡이 빚어내는 절경을 간직한 영남 제1의 명승지이다. 주왕산(720.6m)을 중심으로 태행산(933.1m), 대둔산(905m), 명동재(875m), 왕거암(907.4m) 등의 산들이 말발굽형으로 자연성곽 같은 멋진 산세를 이루고 있으며, 7천만 년 전의 용암이 흘러내리면서 굳은 회류 응회암으로 이루어져 특색 있는 경관을 이루고 있어 우리나라의 3대 암산 중 하나로 손꼽히고 있다.


* 문의 : 054-870-5300
* 관련 홈페이지 : http://juwang.knps.or.kr/

◎이용안내
- 이용요금 : 시설별 이용료 상이
- 화장실 : 있음(남녀구분)
- 장애인 편의시설 : 장애인 화장실 있음(남녀구분) / 장애인주차장 있음
- 주차시설 : 있음(일반 다수 가능, 대형 10여 대)"
68,백운산자연휴양림,"해발 1,218m의 백운산을 주봉으로 하여 인공림과 천연림이 조화된 아름드리 소나무가 융단처럼 펼쳐져 있고 삼나무와 편백 숲 속의 계곡은 감탄을 자아내게 한다. 인근에는 도선국사가 35년간 수도하던 옥룡사지(국가지정 사적 407호)가 자리 잡고 있으며, 초봄(2~3월)이면 옥룡사지 주변을 둘러싼 7,000여 그루의 동백꽃이 만개장관을 이루고 있다. 또한 휴양림이 위치하고 있는 백운산은 우리나라 생태계의 보고이다. 희귀 동식물이 다량 분포하여 다양한 볼거리를 제공하고 있으며 해마다 봄철이면 건강약수로서 각광을 받고 있는 고로쇠 음용 할 수 있는 천혜의 자연휴양림이라 할 수 있다.


* 문의 : 061-797-3915
* 관련 홈페이지 : <a href=""http://bwmt.gwangyang.go.kr"" target=""_blank"" title=""새창 : 백운산자연휴양림 홈페이지로 이동"">http://bwmt.gwangyang.go.kr</a>

◎이용안내
- 이용요금 : 
개인 : 어른 1,000원 / 청소년 600원
단체(30인 이상) : 어른 800원 / 청소년 500원
- 화장실 : 있음(남녀구분)
- 장애인 편의시설 : 장애인주차장 5대
- 주차시설 : 있음(일반 10여 대, 대형 20여 대)"
69,한려해상 국립공원(동부),"한려해상국립공원은 1968년 우리나라에서 4번째이자 해상공원으로는 최초로 국립공원으로 지정되었다. 경남 거제시 지심도에서 전남 여수시 오동도까지 300리 뱃길을 따라 크고 작은 섬들과 천혜의 자연경관이 조화를 이루는 해양생태계의 보고이다. 상주·금산지구, 남해대교지구, 사천지구, 통영·한산지구, 거제·해금강지구, 여수·오동도 지구의 전체 면적은 535.676㎢이며 76%가 해상 면적이다. 가장 아름다운 바닷길로 이름난 한려수도는 71개의 무인도와 29개의 유인도가 보석을 점점이 흩어놓은 듯하다.

* 문의 : 055-640-2400
* 관련 홈페이지 : <a href=""http://hallyeo.knps.or.kr/"" target=""_blank"" title=""새창 : 한려해상국립공원 홈페이지로 이동"">http://hallyeo.knps.or.kr/</a>

◎ 이용안내
- 이용요금 : 시설별 이용료 상이
- 화장실 : 있음(남녀구분)
- 장애인 편의시설 : 장애인주차장 4대 / 장애인화장실 있음(남녀구분)
- 주차시설 : 있음"
70,자연생태박물관,"자연생태박물관은 문경새재일원의 생태자원 및 생물자원을 연구하여 전시하는 곳이다. 지상 2층 친환경 목조건물로 되어 있으며 1층은 청정 미래에너지에 대한 학습을 할 수 있는 신재생에너지전시실이 있고, 문경의 자연환경을 영상으로 학습할 수 있는 영상실 등이 있다. 2층은 문경의 생태자원 및 자연사를 학습 및 관람할 수 있는 상설전시관 및 매번 변화된 전시물로 탐방객에게 다가가는 기획전시실, 게임을 통해 자연생태를 학습할 수 있는 생태게임룸으로 구성되어 있다.

* 개장일 : 하절기(3월~10월) 09:00~18:00 / 동절기(11월~2월) 09:00~17:00 / ※ 1시간 전 입장마감
* 쉬는날 : 매년 1월 1일, 음력 설날 및 추석 당일
* 관련 홈페이지 : <a title=""새창 : 자연생태박물관 페이지로 이동"" href=""https://www.gbmg.go.kr/tour/contents.do?mId=0103010100"" target=""_blank"">https://www.gbmg.go.kr/tour/</a>

◎이용안내
- 이용요금 : 무료
- 화장실 : 있음(남녀구분)
- 장애인 화장실 있음(남녀구분)
- 주차시설 : 있음(일반/대형 다수 가능)"
71,토성산성 어울길,"도심 근처의 토성산성어울길은 2개의 코스로 구성되어 있다. 성내천 주변으로 조성된 인공폭포와 분수대는 걷는 이로 하여금 마음 시원하게 만들며, 남한산성길은 능선의 흐름에 맞춰 조성된 산성과 울창한 수림이 묘한 조화를 이룬다. 코스 중간중간 다양하고 많은 문화재가 또 다른 볼거리를 제공한다.

* 문의 : 031-777-7500 

◎ 이용안내
- 이용요금 : 무료
- 화장실 : 있음(남녀구분)
- 장애인 편의시설 : 장애인주차장 있음(26대), 장애인화장실 있음(남녀구분) 
- 주차시설 : 있음(일반 282대, 대형 308대)"
